open_time,ticket,symbol,type,open_price,profit,stop_loss,take_profit,close_time,close_price,commission,swap,profit_total
2025.05.26 16:27:38,884102345,XAUUSD,sell,0.1,3.340.556,3.341.668,3.338.668,2025.05.26 16:38:51,3.341.668,0.00,0.00,-181 093.16
2025.05.26 16:28:38,884108029,XAUUSD,sell,0.1,3.340.411,3.341.523,3.338.523,2025.05.26 16:38:37,3.341.523,0.00,0.00,-181 093.16
2025.05.26 16:29:39,884114651,XAUUSD,sell,0.1,3.340.797,3.340.237,3.338.909,2025.05.26 16:36:34,3.340.237,0.00,0.00,90 923.60
2025.05.26 16:30:39,884119978,XAUUSD,sell,0.1,3.340.922,3.340.237,3.339.035,2025.05.26 16:36:34,3.340.237,0.00,0.00,111 219.04
2025.05.26 16:31:39,884125338,XAUUSD,sell,0.1,3.340.609,3.341.721,3.338.721,2025.05.26 16:38:51,3.341.721,0.00,0.00,-181 093.16
2025.05.26 16:32:40,884132614,XAUUSD,sell,0.1,3.341.102,3.340.237,3.339.214,2025.05.26 16:36:34,3.340.237,0.00,0.00,140 444.48
2025.05.26 16:33:40,884138097,XAUUSD,sell,0.1,3.340.892,3.340.284,3.339.004,2025.05.26 16:36:34,3.340.284,0.00,0.00,98 717.05
2025.05.26 16:34:41,884141796,XAUUSD,sell,0.1,3.340.790,3.340.284,3.338.902,2025.05.26 16:36:34,3.340.284,0.00,0.00,82 155.96
2025.05.26 16:35:41,884147103,XAUUSD,sell,0.1,3.340.596,3.341.708,3.338.708,2025.05.26 16:38:51,3.341.708,0.00,0.00,-181 093.16
2025.05.26 16:36:42,884154234,XAUUSD,sell,0.1,3.340.171,3.341.283,3.338.283,2025.05.26 16:37:43,3.341.283,0.00,0.00,-181 093.16
2025.05.26 16:37:42,884159516,XAUUSD,sell,0.1,3.340.754,3.341.866,3.338.866,2025.05.26 16:40:36,3.341.866,0.00,0.00,-181 093.16
2025.05.26 16:38:42,884166910,XAUUSD,sell,0.1,3.341.519,3.342.631,3.339.631,2025.05.26 16:41:17,3.342.685,0.00,0.00,-189 887.26
2025.05.26 16:39:43,884173521,XAUUSD,sell,0.1,3.341.549,3.342.661,3.339.661,2025.05.26 16:41:17,3.342.685,0.00,0.00,-185 001.65
2025.05.26 16:40:43,884181831,XAUUSD,sell,0.1,3.341.900,3.342.881,3.339.881,2025.05.26 16:42:08,3.343.150,0.00,0.00,-203 554.87
2025.05.26 16:41:44,884190786,XAUUSD,sell,0.1,3.342.346,3.343.458,3.340.458,2025.05.26 16:42:12,3.343.458,0.00,0.00,-181 082.41
2025.05.26 16:42:44,884200904,XAUUSD,sell,0.1,3.342.894,3.342.293,3.341.006,2025.05.26 16:52:07,3.342.293,0.00,0.00,97 574.69
2025.05.26 16:43:45,884207881,XAUUSD,sell,0.1,3.342.950,3.342.231,3.341.062,2025.05.26 16:52:07,3.342.231,0.00,0.00,116 732.45
2025.05.26 16:44:45,884212591,XAUUSD,sell,0.1,3.342.755,3.342.231,3.340.867,2025.05.26 16:52:07,3.342.231,0.00,0.00,85 073.44
2025.05.26 16:45:46,884216817,XAUUSD,sell,0.1,3.342.626,3.341.442,3.340.738,2025.05.26 17:02:37,3.341.442,0.00,0.00,192 205.67
2025.05.26 16:46:46,884221256,XAUUSD,sell,0.1,3.342.419,3.341.442,3.340.531,2025.05.26 17:02:37,3.341.442,0.00,0.00,158 602.15
2025.05.26 16:47:47,884226866,XAUUSD,sell,0.1,3.342.864,3.342.231,3.340.975,2025.05.26 16:52:07,3.342.231,0.00,0.00,102 770.01
2025.05.26 16:48:47,884231015,XAUUSD,sell,0.1,3.342.835,3.342.231,3.340.947,2025.05.26 16:52:07,3.342.231,0.00,0.00,98 061.75
2025.05.26 16:49:48,884235184,XAUUSD,sell,0.1,3.342.452,3.341.359,3.340.564,2025.05.26 17:02:36,3.341.359,0.00,0.00,177 433.11
2025.05.26 16:50:48,884240742,XAUUSD,sell,0.1,3.342.381,3.341.359,3.340.493,2025.05.26 17:02:36,3.341.359,0.00,0.00,165 907.26
2025.05.26 16:51:49,884245281,XAUUSD,sell,0.1,3.341.925,3.341.359,3.340.037,2025.05.26 17:02:36,3.341.359,0.00,0.00,91 882.10
2025.05.26 16:52:49,884250453,XAUUSD,sell,0.1,3.342.151,3.341.359,3.340.266,2025.05.26 17:02:36,3.341.359,0.00,0.00,128 570.01
2025.05.26 16:53:50,884253238,XAUUSD,sell,0.1,3.342.134,3.341.359,3.340.246,2025.05.26 17:02:36,3.341.359,0.00,0.00,125 810.30
2025.05.26 16:54:50,884256325,XAUUSD,sell,0.1,3.342.113,3.341.359,3.340.225,2025.05.26 17:02:36,3.341.359,0.00,0.00,122 401.25
2025.05.26 16:55:50,884259776,XAUUSD,sell,0.1,3.341.889,3.341.359,3.340.001,2025.05.26 17:02:36,3.341.359,0.00,0.00,86 038.01
2025.05.26 16:56:51,884262563,XAUUSD,sell,0.1,3.342.203,3.341.359,3.340.315,2025.05.26 17:02:36,3.341.359,0.00,0.00,137 011.48
2025.05.26 16:57:51,884265101,XAUUSD,sell,0.1,3.342.127,3.341.476,3.340.239,2025.05.26 17:02:39,3.341.476,0.00,0.00,105 680.65
2025.05.26 16:58:52,884267885,XAUUSD,sell,0.1,3.342.377,3.341.476,3.340.489,2025.05.26 17:02:39,3.341.476,0.00,0.00,146 264.62
2025.05.26 16:59:52,884271301,XAUUSD,sell,0.1,3.342.108,3.341.476,3.340.220,2025.05.26 17:02:39,3.341.476,0.00,0.00,102 596.27
2025.05.26 17:00:53,884276616,XAUUSD,sell,0.1,3.341.830,3.342.942,3.339.942,2025.05.26 17:05:35,3.342.942,0.00,0.00,-181 062.37
2025.05.26 17:01:53,884279783,XAUUSD,sell,0.1,3.341.610,3.342.722,3.339.722,2025.05.26 17:05:25,3.342.722,0.00,0.00,-181 062.37
2025.05.26 17:02:54,884286244,XAUUSD,sell,0.1,3.341.504,3.342.616,3.339.616,2025.05.26 17:05:25,3.342.616,0.00,0.00,-181 062.37
2025.05.26 17:03:54,884291452,XAUUSD,sell,0.1,3.341.499,3.342.611,3.339.611,2025.05.26 17:05:21,3.342.611,0.00,0.00,-181 062.37
2025.05.26 17:04:55,884294755,XAUUSD,sell,0.1,3.341.635,3.342.747,3.339.747,2025.05.26 17:05:25,3.342.747,0.00,0.00,-181 062.37
2025.05.26 17:05:55,884301722,XAUUSD,sell,0.1,3.342.700,3.341.473,3.340.812,2025.05.26 17:09:03,3.341.473,0.00,0.00,199 186.11
2025.05.26 17:06:56,884306083,XAUUSD,sell,0.1,3.342.210,3.341.471,3.340.310,2025.05.26 17:09:03,3.341.471,0.00,0.00,119 966.21
2025.05.26 17:08:57,884313732,XAUUSD,sell,0.1,3.340.861,3.341.973,3.338.973,2025.05.26 17:09:58,3.341.973,0.00,0.00,-181 062.37
2025.05.26 17:09:57,884317268,XAUUSD,sell,0.1,3.341.522,3.342.634,3.339.634,2025.05.26 22:05:00,3.346.594,0.00,0.00,-825 594.27
2025.05.26 17:10:57,884320453,XAUUSD,sell,0.1,3.341.775,3.341.273,3.339.887,2025.05.26 17:30:34,3.341.273,0.00,0.00,81 491.46
2025.05.26 17:11:58,884323167,XAUUSD,sell,0.1,3.341.957,3.341.360,3.340.069,2025.05.26 17:26:04,3.341.421,0.00,0.00,87 012.04
2025.05.26 17:12:58,884325909,XAUUSD,sell,0.1,3.342.132,3.341.360,3.340.244,2025.05.26 17:26:04,3.341.421,0.00,0.00,115 420.82
2025.05.26 17:13:59,884327820,XAUUSD,sell,0.1,3.341.998,3.341.360,3.340.070,2025.05.26 17:26:04,3.341.421,0.00,0.00,93 667.81
2025.05.26 17:14:59,884330266,XAUUSD,sell,0.1,3.341.937,3.341.360,3.340.049,2025.05.26 17:26:04,3.341.421,0.00,0.00,83 765.32
2025.05.26 17:16:00,884332335,XAUUSD,sell,0.1,3.341.756,3.341.101,3.339.868,2025.05.26 17:34:19,3.341.101,0.00,0.00,106 328.50
2025.05.26 17:17:00,884333768,XAUUSD,sell,0.1,3.341.727,3.341.101,3.339.903,2025.05.26 17:34:19,3.341.101,0.00,0.00,101 620.82
2025.05.26 17:18:01,884336807,XAUUSD,sell,0.1,3.341.921,3.341.360,3.340.033,2025.05.26 17:26:04,3.341.421,0.00,0.00,81 167.95
2025.05.26 17:20:02,884344829,XAUUSD,sell,0.1,3.341.338,3.342.450,3.339.450,2025.05.26 22:05:00,3.346.594,0.00,0.00,-855 544.85
2025.05.26 17:27:04,884364266,XAUUSD,sell,0.1,3.341.160,3.342.272,3.339.272,2025.05.26 22:05:00,3.346.594,0.00,0.00,-884 518.78
2025.05.26 17:35:07,884383220,XAUUSD,sell,0.1,3.341.573,3.342.685,3.339.685,2025.05.26 22:05:00,3.346.594,0.00,0.00,-817 292.75
2025.05.26 17:36:08,884385247,XAUUSD,sell,0.1,3.341.611,3.342.723,3.339.723,2025.05.26 22:05:00,3.346.594,0.00,0.00,-811 107.30
2025.05.26 22:05:16,884629274,XAUUSD,sell,0.1,3.346.133,3.347.245,3.336.245,2025.05.26 22:06:37,3.347.245,0.00,0.00,-181 005.68
2025.05.26 22:07:17,884640724,XAUUSD,sell,0.1,3.345.967,3.344.601,3.336.079,2025.05.26 22:11:16,3.344.601,0.00,0.00,221 681.17
2025.05.26 22:11:19,884653043,XAUUSD,sell,0.1,3.344.363,3.344.713,3.334.475,2025.05.26 22:16:50,3.344.714,0.00,0.00,-57 133.99
2025.05.26 22:17:21,884670168,XAUUSD,sell,0.1,3.343.840,3.344.952,3.333.952,2025.05.26 22:21:33,3.344.952,0.00,0.00,-181 005.68
2025.05.26 22:22:23,884679930,XAUUSD,sell,0.1,3.344.248,3.345.360,3.334.360,2025.05.26 22:25:03,3.345.360,0.00,0.00,-181 005.68
2025.05.26 22:25:24,884686601,XAUUSD,sell,0.1,3.345.841,3.346.953,3.335.953,2025.05.26 22:27:16,3.346.953,0.00,0.00,-181 005.68
2025.05.26 22:27:25,884691867,XAUUSD,sell,0.1,3.346.848,3.347.423,3.336.960,2025.05.26 22:33:03,3.347.423,0.00,0.00,-93 595.56
2025.05.26 22:33:27,884705064,XAUUSD,sell,0.1,3.348.397,3.347.700,3.338.509,2025.05.26 22:42:17,3.347.918,0.00,0.00,77 734.46
2025.05.26 22:42:31,884725802,XAUUSD,sell,0.1,3.347.767,3.348.289,3.337.882,2025.05.26 22:51:18,3.348.289,0.00,0.00,-84 968.50
2025.05.26 22:51:34,884744219,XAUUSD,sell,0.1,3.348.008,3.348.491,3.338.205,2025.05.26 23:06:03,3.348.491,0.00,0.00,-78 620.27
2025.05.26 23:06:39,884774015,XAUUSD,sell,0.1,3.348.018,3.347.094,3.338.130,2025.05.26 23:18:13,3.347.105,0.00,0.00,148 166.11
2025.05.26 23:18:43,884798079,XAUUSD,sell,0.1,3.346.935,3.348.047,3.337.047,2025.05.26 23:31:10,3.348.047,0.00,0.00,-181 005.68
2025.05.26 23:31:48,884824869,XAUUSD,sell,0.1,3.347.633,3.346.858,3.337.909,2025.05.26 23:46:10,3.346.858,0.00,0.00,125 770.79
2025.05.26 23:46:53,884860473,XAUUSD,sell,0.1,3.347.341,3.345.935,3.337.453,2025.05.26 23:56:35,3.346.194,0.00,0.00,186 140.77
2025.05.26 23:56:56,884886797,XAUUSD,sell,0.1,3.345.674,3.346.786,3.335.786,2025.05.26 23:57:25,3.346.985,0.00,0.00,-213 397.89
2025.05.26 23:57:57,884890394,XAUUSD,sell,0.1,3.345.982,3.345.688,3.336.094,2025.05.27 0:02:06,3.345.688,0.00,0.00,47 711.76
2025.05.27 0:03:00,884907695,XAUUSD,sell,0.1,3.345.557,3.346.669,3.335.730,2025.05.27 0:08:32,3.346.669,0.00,0.00,-181 005.68
2025.05.27 0:09:03,884926163,XAUUSD,sell,0.1,3.346.530,3.347.642,3.336.642,2025.05.27 0:10:15,3.347.673,0.00,0.00,-186 051.70
2025.05.27 0:11:04,884934351,XAUUSD,sell,0.1,3.347.264,3.348.376,3.337.376,2025.05.27 0:12:25,3.348.651,0.00,0.00,-225 768.78
2025.05.27 0:13:05,884942356,XAUUSD,sell,0.1,3.347.796,3.348.908,3.337.901,2025.05.27 0:13:52,3.348.908,0.00,0.00,-181 005.68
2025.05.27 0:14:05,884946224,XAUUSD,sell,0.1,3.348.742,3.349.854,3.338.854,2025.05.27 0:15:02,3.350.165,0.00,0.00,-231 628.68
2025.05.27 0:15:06,884953084,XAUUSD,sell,0.1,3.349.424,3.345.531,3.339.536,2025.05.27 0:21:34,3.345.740,0.00,0.00,597 857.55
2025.05.27 0:22:09,884986905,XAUUSD,sell,0.1,3.345.632,3.345.344,3.335.744,2025.05.27 0:25:24,3.345.365,0.00,0.00,43 330.07
2025.05.27 0:26:11,884999573,XAUUSD,sell,0.1,3.344.522,3.345.634,3.334.634,2025.05.27 0:30:13,3.345.634,0.00,0.00,-181 005.68
2025.05.27 0:30:12,885010305,XAUUSD,sell,0.1,3.345.481,3.346.593,3.335.593,2025.05.27 0:32:00,3.346.593,0.00,0.00,-181 005.68
2025.05.27 0:32:13,885018464,XAUUSD,sell,0.1,3.346.190,3.346.673,3.336.302,2025.05.27 0:34:46,3.346.673,0.00,0.00,-78 620.27
2025.05.27 0:35:14,885026939,XAUUSD,sell,0.1,3.346.589,3.343.945,3.336.701,2025.05.27 0:40:56,3.343.954,0.00,0.00,427 620.70
2025.05.27 0:41:17,885053230,XAUUSD,sell,0.1,3.343.325,3.344.437,3.333.437,2025.05.27 0:41:55,3.344.437,0.00,0.00,-181 005.68
2025.05.27 0:42:18,885057586,XAUUSD,sell,0.1,3.343.695,3.344.807,3.333.858,2025.05.27 0:44:19,3.344.807,0.00,0.00,-181 005.68
2025.05.27 0:44:19,885063249,XAUUSD,sell,0.1,3.344.595,3.344.047,3.334.707,2025.05.27 0:55:56,3.344.047,0.00,0.00,88 932.12
2025.05.27 0:56:23,885105453,XAUUSD,sell,0.1,3.344.695,3.345.807,3.334.725,2025.05.27 1:00:01,3.345.807,0.00,0.00,-181 005.68
2025.05.27 1:00:24,885118435,XAUUSD,sell,0.1,3.345.929,3.347.041,3.336.002,2025.05.27 1:00:35,3.347.118,0.00,0.00,-193 269.10
2025.05.27 1:01:25,885126548,XAUUSD,sell,0.1,3.346.462,3.342.560,3.336.574,2025.05.27 1:11:27,3.342.640,0.00,0.00,619 220.32
2025.05.27 1:11:29,885181040,XAUUSD,sell,0.1,3.342.305,3.342.608,3.332.417,2025.05.27 1:13:18,3.342.608,0.00,0.00,-49 238.93
2025.05.27 1:13:30,885189137,XAUUSD,sell,0.1,3.343.135,3.339.915,3.333.247,2025.05.27 1:25:58,3.339.961,0.00,0.00,514 607.47
2025.05.27 1:26:34,885271980,XAUUSD,sell,0.1,3.339.979,3.339.088,3.330.091,2025.05.27 1:29:30,3.339.088,0.00,0.00,144 459.75
2025.05.27 1:29:36,885290674,XAUUSD,sell,0.1,3.339.149,3.339.299,3.329.261,2025.05.27 1:32:46,3.339.299,0.00,0.00,-24 393.32
2025.05.27 1:33:37,885316294,XAUUSD,sell,0.1,3.340.050,3.341.162,3.330.162,2025.05.27 1:34:42,3.341.450,0.00,0.00,-227 671.02
2025.05.27 1:35:38,885329447,XAUUSD,sell,0.1,3.340.071,3.334.151,3.330.273,2025.05.27 1:45:58,3.334.151,0.00,0.00,960 244.42
2025.05.27 1:46:43,885409292,XAUUSD,sell,0.1,3.333.794,3.334.870,3.323.941,2025.05.27 1:47:10,3.334.870,0.00,0.00,-175 058.15
2025.05.27 1:47:43,885415535,XAUUSD,sell,0.1,3.335.045,3.334.087,3.325.157,2025.05.27 1:55:01,3.334.087,0.00,0.00,155 391.73
2025.05.27 1:55:46,885454414,XAUUSD,sell,0.1,3.333.759,3.334.871,3.323.871,2025.05.27 1:58:27,3.334.871,0.00,0.00,-180 916.07
2025.05.27 1:58:47,885468096,XAUUSD,sell,0.1,3.335.047,3.336.159,3.325.159,2025.05.27 2:00:01,3.336.356,0.00,0.00,-212 966.85
2025.05.27 2:00:48,885479728,XAUUSD,sell,0.1,3.336.392,3.336.858,3.326.504,2025.05.27 2:04:58,3.336.858,0.00,0.00,-75 816.27
2025.05.27 2:05:50,885504577,XAUUSD,sell,0.1,3.337.361,3.338.473,3.327.473,2025.05.27 2:06:05,3.338.566,0.00,0.00,-196 081.12
2025.05.27 2:06:51,885513786,XAUUSD,sell,0.1,3.337.958,3.339.070,3.328.070,2025.05.27 2:08:35,3.339.070,0.00,0.00,-180 920.27
2025.05.27 2:08:52,885524547,XAUUSD,sell,0.1,3.338.529,3.339.019,3.328.641,2025.05.27 2:14:12,3.339.354,0.00,0.00,-134 232.37
2025.05.27 2:14:54,885549603,XAUUSD,sell,0.1,3.339.640,3.340.752,3.329.752,2025.05.27 2:17:12,3.340.752,0.00,0.00,-180 937.61
2025.05.27 2:17:55,885567080,XAUUSD,sell,0.1,3.341.708,3.340.035,3.331.820,2025.05.27 2:23:17,3.340.035,0.00,0.00,271 434.21
2025.05.27 2:23:58,885598324,XAUUSD,sell,0.1,3.339.633,3.340.745,3.329.745,2025.05.27 2:28:12,3.340.745,0.00,0.00,-180 971.19
2025.05.27 2:29:00,885618408,XAUUSD,sell,0.1,3.341.753,3.340.941,3.331.865,2025.05.27 2:34:44,3.340.941,0.00,0.00,131 743.84
2025.05.27 2:35:02,885650867,XAUUSD,sell,0.1,3.341.024,3.341.154,3.331.136,2025.05.27 2:38:31,3.341.154,0.00,0.00,-21 159.13
2025.05.27 2:39:04,885670845,XAUUSD,sell,0.1,3.341.212,3.342.318,3.331.324,2025.05.27 2:41:28,3.342.397,0.00,0.00,-192 886.72
2025.05.27 2:42:05,885683787,XAUUSD,sell,0.1,3.341.282,3.342.394,3.331.394,2025.05.27 2:45:54,3.342.394,0.00,0.00,-180 962.89
