open_time,ticket,symbol,type,open_price,profit,stop_loss,take_profit,close_time,close_price,commission,swap,profit_total
2025.05.29 1:57:23,901422662,XAUUSD,sell,0.1,3.262.430,3.264.681,3.252.542,2025.05.29 2:00:32,3.264.681,0.00,0.00,-367 272.74
2025.05.29 1:59:24,901434662,XAUUSD,sell,0.1,3.263.812,3.263.118,3.253.924,2025.05.29 2:06:03,3.263.118,0.00,0.00,112 892.85
2025.05.29 2:06:26,901473044,XAUUSD,sell,0.1,3.265.416,3.266.306,3.255.528,2025.05.29 2:08:26,3.266.306,0.00,0.00,-145 212.24
2025.05.29 2:08:27,901485975,XAUUSD,sell,0.1,3.265.951,3.264.226,3.256.063,2025.05.29 2:12:11,3.264.226,0.00,0.00,280 605.43
2025.05.29 2:12:28,901506675,XAUUSD,sell,0.1,3.263.429,3.264.998,3.253.541,2025.05.29 2:14:45,3.264.998,0.00,0.00,-255 997.75
2025.05.29 2:14:29,901514604,XAUUSD,sell,0.1,3.264.461,3.265.130,3.254.574,2025.05.29 2:15:31,3.265.298,0.00,0.00,-136 564.77
2025.05.29 2:16:30,901524906,XAUUSD,sell,0.1,3.263.918,3.265.211,3.254.030,2025.05.29 2:19:06,3.265.211,0.00,0.00,-210 965.64
2025.05.29 2:19:32,901537069,XAUUSD,sell,0.1,3.264.833,3.265.607,3.254.901,2025.05.29 2:20:53,3.265.870,0.00,0.00,-169 196.73
2025.05.29 2:21:33,901545495,XAUUSD,sell,0.1,3.265.714,3.263.949,3.255.826,2025.05.29 2:27:00,3.263.949,0.00,0.00,287 112.22
2025.05.29 2:27:35,901577859,XAUUSD,sell,0.1,3.263.049,3.265.241,3.253.161,2025.05.29 2:28:52,3.265.328,0.00,0.00,-371 841.22
2025.05.29 2:28:35,901583417,XAUUSD,sell,0.1,3.264.526,3.266.210,3.254.638,2025.05.29 2:30:10,3.266.210,0.00,0.00,-274 761.13
2025.05.29 2:30:36,901595573,XAUUSD,sell,0.1,3.264.401,3.264.551,3.254.513,2025.05.29 2:33:35,3.264.551,0.00,0.00,-24 473.97
2025.05.29 2:33:37,901608637,XAUUSD,sell,0.1,3.264.186,3.265.096,3.254.298,2025.05.29 2:36:26,3.265.096,0.00,0.00,-148 475.43
2025.05.29 2:36:39,901623514,XAUUSD,sell,0.1,3.265.108,3.265.639,3.255.179,2025.05.29 2:40:17,3.265.639,0.00,0.00,-86 637.86
2025.05.29 2:40:40,901640971,XAUUSD,sell,0.1,3.265.774,3.268.856,3.255.886,2025.05.29 2:42:38,3.268.856,0.00,0.00,-502 858.55
2025.05.29 2:41:41,901651089,XAUUSD,sell,0.1,3.268.477,3.268.856,3.258.589,2025.05.29 2:42:38,3.268.856,0.00,0.00,-61 837.57
2025.05.29 2:42:41,901658054,XAUUSD,sell,0.1,3.268.871,3.269.141,3.258.983,2025.05.29 2:44:31,3.269.141,0.00,0.00,-44 053.15
2025.05.29 2:44:43,901672534,XAUUSD,sell,0.1,3.269.568,3.271.504,3.259.680,2025.05.29 2:46:54,3.271.504,0.00,0.00,-315 877.40
2025.05.29 2:46:44,901690093,XAUUSD,sell,0.1,3.270.722,3.273.519,3.260.834,2025.05.29 2:47:35,3.273.519,0.00,0.00,-456 358.00
2025.05.29 2:47:44,901699233,XAUUSD,sell,0.1,3.272.668,3.271.541,3.262.780,2025.05.29 2:52:08,3.271.541,0.00,0.00,183 328.88
2025.05.29 2:48:45,901709542,XAUUSD,sell,0.1,3.274.810,3.271.541,3.264.922,2025.05.29 2:52:08,3.271.541,0.00,0.00,531 767.63
2025.05.29 2:52:47,901738161,XAUUSD,sell,0.1,3.270.613,3.271.467,3.260.725,2025.05.29 2:57:11,3.271.546,0.00,0.00,-152 228.11
2025.05.29 2:57:49,901762229,XAUUSD,sell,0.1,3.271.429,3.269.907,3.261.541,2025.05.29 3:02:28,3.269.947,0.00,0.00,241 076.67
2025.05.29 3:02:51,901792929,XAUUSD,sell,0.1,3.269.844,3.271.047,3.259.956,2025.05.29 3:03:59,3.271.047,0.00,0.00,-196 281.26
2025.05.29 3:03:52,901798770,XAUUSD,sell,0.1,3.270.757,3.272.006,3.260.869,2025.05.29 3:05:29,3.272.006,0.00,0.00,-203 786.61
2025.05.29 3:05:53,901809311,XAUUSD,sell,0.1,3.270.842,3.271.305,3.260.982,2025.05.29 3:09:16,3.271.305,0.00,0.00,-75 542.99
2025.05.29 3:09:54,901826146,XAUUSD,sell,0.1,3.271.301,3.273.070,3.261.575,2025.05.29 3:11:02,3.273.070,0.00,0.00,-288 629.71
2025.05.29 3:10:55,901831419,XAUUSD,sell,0.1,3.272.226,3.271.561,3.262.338,2025.05.29 3:13:53,3.271.561,0.00,0.00,108 175.43
2025.05.29 3:13:57,901849530,XAUUSD,sell,0.1,3.271.293,3.271.018,3.261.331,2025.05.29 3:17:13,3.271.018,0.00,0.00,44 734.20
2025.05.29 3:17:58,901868273,XAUUSD,sell,0.1,3.271.382,3.271.842,3.261.494,2025.05.29 3:19:30,3.271.842,0.00,0.00,-75 053.51
2025.05.29 3:19:59,901878488,XAUUSD,sell,0.1,3.272.098,3.273.796,3.262.210,2025.05.29 3:22:06,3.273.796,0.00,0.00,-277 045.37
2025.05.29 3:21:00,901883930,XAUUSD,sell,0.1,3.273.190,3.273.796,3.263.302,2025.05.29 3:22:06,3.273.796,0.00,0.00,-98 874.85
2025.05.29 3:23:01,901898375,XAUUSD,sell,0.1,3.275.922,3.276.731,3.266.034,2025.05.29 3:23:29,3.276.731,0.00,0.00,-131 996.29
2025.05.29 3:24:01,901905478,XAUUSD,sell,0.1,3.276.481,3.275.555,3.266.593,2025.05.29 3:28:15,3.275.555,0.00,0.00,150 632.25
2025.05.29 3:29:03,901932769,XAUUSD,sell,0.1,3.274.283,3.275.327,3.264.273,2025.05.29 3:31:01,3.275.327,0.00,0.00,-170 338.85
2025.05.29 3:31:04,901940564,XAUUSD,sell,0.1,3.275.361,3.275.400,3.265.362,2025.05.29 3:33:50,3.275.400,0.00,0.00,-6 362.74
2025.05.29 3:34:06,901952976,XAUUSD,sell,0.1,3.275.365,3.276.237,3.265.477,2025.05.29 3:38:07,3.276.237,0.00,0.00,-142 264.27
2025.05.29 3:38:07,901971810,XAUUSD,sell,0.1,3.276.168,3.276.207,3.266.280,2025.05.29 3:40:19,3.276.207,0.00,0.00,-6 362.74
2025.05.29 3:41:09,901985061,XAUUSD,sell,0.1,3.276.540,3.277.586,3.266.652,2025.05.29 3:44:40,3.278.340,0.00,0.00,-293 664.78
2025.05.29 3:45:10,902004882,XAUUSD,sell,0.1,3.277.857,3.279.355,3.267.969,2025.05.29 3:46:54,3.279.355,0.00,0.00,-244 394.36
2025.05.29 3:47:11,902020831,XAUUSD,sell,0.1,3.279.263,3.276.373,3.269.375,2025.05.29 3:51:08,3.276.373,0.00,0.00,470 079.02
2025.05.29 3:51:13,902047180,XAUUSD,sell,0.1,3.275.761,3.276.314,3.265.873,2025.05.29 3:52:24,3.276.523,0.00,0.00,-124 318.09
2025.05.29 3:53:14,902057723,XAUUSD,sell,0.1,3.276.404,3.275.379,3.266.503,2025.05.29 3:58:04,3.275.539,0.00,0.00,140 698.39
2025.05.29 3:58:16,902081870,XAUUSD,sell,0.1,3.275.466,3.274.926,3.265.581,2025.05.29 4:03:34,3.274.926,0.00,0.00,87 834.84
2025.05.29 4:04:18,902110412,XAUUSD,sell,0.1,3.274.872,3.273.790,3.264.984,2025.05.29 4:13:40,3.273.802,0.00,0.00,174 043.10
2025.05.29 4:14:21,902161823,XAUUSD,sell,0.1,3.273.778,3.274.335,3.263.890,2025.05.29 4:15:55,3.274.335,0.00,0.00,-90 872.94
2025.05.29 4:16:22,902172534,XAUUSD,sell,0.1,3.274.565,3.274.107,3.264.677,2025.05.29 4:20:37,3.274.107,0.00,0.00,74 496.95
2025.05.29 4:21:24,902195274,XAUUSD,sell,0.1,3.274.484,3.274.162,3.264.596,2025.05.29 4:28:56,3.274.162,0.00,0.00,52 375.59
2025.05.29 4:29:27,902226346,XAUUSD,sell,0.1,3.274.436,3.275.463,3.264.488,2025.05.29 4:30:03,3.275.463,0.00,0.00,-167 552.07
2025.05.29 4:30:27,902232881,XAUUSD,sell,0.1,3.274.203,3.273.162,3.264.337,2025.05.29 4:37:37,3.273.162,0.00,0.00,169 326.04
2025.05.29 4:38:30,902270978,XAUUSD,sell,0.1,3.272.963,3.273.933,3.263.075,2025.05.29 4:40:22,3.273.933,0.00,0.00,-158 252.69
2025.05.29 4:40:31,902279955,XAUUSD,sell,0.1,3.273.989,3.273.464,3.264.101,2025.05.29 4:43:54,3.273.464,0.00,0.00,85 394.98
2025.05.29 4:44:32,902303761,XAUUSD,sell,0.1,3.273.053,3.273.742,3.263.165,2025.05.29 4:49:20,3.273.742,0.00,0.00,-112 408.35
2025.05.29 4:45:33,902311908,XAUUSD,sell,0.1,3.274.069,3.273.742,3.264.181,2025.05.29 4:49:20,3.273.742,0.00,0.00,53 188.87
2025.05.29 4:49:35,902335799,XAUUSD,sell,0.1,3.273.594,3.271.465,3.263.706,2025.05.29 4:54:15,3.271.465,0.00,0.00,346 296.97
2025.05.29 4:54:37,902369734,XAUUSD,sell,0.1,3.271.378,3.271.097,3.261.490,2025.05.29 4:58:03,3.271.097,0.00,0.00,45 706.65
2025.05.29 4:58:39,902393112,XAUUSD,sell,0.1,3.270.270,3.270.237,3.260.382,2025.05.29 5:04:59,3.270.237,0.00,0.00,5 374.57
2025.05.29 5:05:41,902432274,XAUUSD,sell,0.1,3.270.364,3.269.844,3.260.476,2025.05.29 5:11:39,3.269.844,0.00,0.00,84 690.15
2025.05.29 5:11:43,902457149,XAUUSD,sell,0.1,3.269.785,3.270.576,3.259.897,2025.05.29 5:13:50,3.270.876,0.00,0.00,-178 330.45
2025.05.29 5:14:44,902472800,XAUUSD,sell,0.1,3.271.954,3.271.491,3.262.066,2025.05.29 5:20:00,3.271.572,0.00,0.00,62 214.69
2025.05.29 5:20:46,902499023,XAUUSD,sell,0.1,3.270.966,3.270.961,3.261.078,2025.05.29 5:28:30,3.270.961,0.00,0.00,814.33
2025.05.29 5:28:49,902532718,XAUUSD,sell,0.1,3.270.895,3.271.483,3.261.007,2025.05.29 5:32:26,3.271.483,0.00,0.00,-96 112.11
2025.05.29 5:29:49,902539400,XAUUSD,sell,0.1,3.271.830,3.271.483,3.261.942,2025.05.29 5:32:26,3.271.483,0.00,0.00,56 514.39
2025.05.29 5:32:51,902554370,XAUUSD,sell,0.1,3.271.652,3.267.464,3.261.739,2025.05.29 5:41:14,3.267.464,0.00,0.00,682 045.34
2025.05.29 5:41:54,902619158,XAUUSD,sell,0.1,3.267.805,3.268.308,3.257.917,2025.05.29 5:44:32,3.268.308,0.00,0.00,-82 270.61
2025.05.29 5:44:55,902637046,XAUUSD,sell,0.1,3.268.222,3.267.794,3.258.306,2025.05.29 5:52:18,3.267.794,0.00,0.00,69 733.63
2025.05.29 5:45:56,902645910,XAUUSD,sell,0.1,3.269.184,3.267.794,3.259.296,2025.05.29 5:52:18,3.267.794,0.00,0.00,226 471.38
2025.05.29 5:52:58,902684444,XAUUSD,sell,0.1,3.268.136,3.269.638,3.258.248,2025.05.29 5:54:52,3.269.638,0.00,0.00,-245 787.22
2025.05.29 5:54:59,902697507,XAUUSD,sell,0.1,3.269.622,3.270.044,3.259.734,2025.05.29 5:56:22,3.270.044,0.00,0.00,-69 051.95
2025.05.29 5:57:00,902712491,XAUUSD,sell,0.1,3.269.828,3.271.956,3.259.940,2025.05.29 5:58:37,3.271.956,0.00,0.00,-348 142.40
2025.05.29 5:59:01,902727894,XAUUSD,sell,0.1,3.271.479,3.273.698,3.261.591,2025.05.29 6:00:30,3.273.698,0.00,0.00,-363 029.45
2025.05.29 6:00:01,902737029,XAUUSD,sell,0.1,3.272.381,3.274.631,3.262.493,2025.05.29 6:01:33,3.274.631,0.00,0.00,-368 101.07
2025.05.29 6:01:02,902749522,XAUUSD,sell,0.1,3.274.003,3.275.834,3.264.115,2025.05.29 6:02:16,3.275.966,0.00,0.00,-321 147.73
2025.05.29 6:02:03,902758566,XAUUSD,sell,0.1,3.275.026,3.274.033,3.265.138,2025.05.29 6:06:38,3.274.033,0.00,0.00,161 760.47
2025.05.29 6:07:05,902801926,XAUUSD,sell,0.1,3.273.141,3.270.406,3.263.253,2025.05.29 6:12:17,3.270.406,0.00,0.00,445 507.10
2025.05.29 6:13:07,902847792,XAUUSD,sell,0.1,3.268.631,3.269.419,3.259.118,2025.05.29 6:15:33,3.269.419,0.00,0.00,-128 886.01
2025.05.29 6:16:08,902865438,XAUUSD,sell,0.1,3.269.897,3.271.668,3.260.009,2025.05.29 6:17:04,3.271.668,0.00,0.00,-289 698.19
2025.05.29 6:17:09,902873866,XAUUSD,sell,0.1,3.271.293,3.271.980,3.261.405,2025.05.29 6:18:44,3.271.980,0.00,0.00,-112 378.69
2025.05.29 6:19:09,902887013,XAUUSD,sell,0.1,3.271.382,3.273.348,3.261.494,2025.05.29 6:22:05,3.273.402,0.00,0.00,-330 248.45
2025.05.29 6:20:10,902894072,XAUUSD,sell,0.1,3.272.393,3.273.280,3.262.505,2025.05.29 6:24:02,3.273.280,0.00,0.00,-144 935.11
2025.05.29 6:24:12,902918868,XAUUSD,sell,0.1,3.272.930,3.274.204,3.263.017,2025.05.29 6:29:05,3.274.204,0.00,0.00,-208 125.93
2025.05.29 6:29:13,902950126,XAUUSD,sell,0.1,3.273.840,3.272.303,3.263.952,2025.05.29 6:43:05,3.272.430,0.00,0.00,229 604.92
2025.05.29 6:43:18,903020803,XAUUSD,sell,0.1,3.272.518,3.272.913,3.262.630,2025.05.29 6:47:11,3.272.913,0.00,0.00,-64 507.61
2025.05.29 6:47:19,903040856,XAUUSD,sell,0.1,3.272.816,3.272.368,3.262.928,2025.05.29 6:51:35,3.272.368,0.00,0.00,72 934.15
2025.05.29 6:52:21,903071492,XAUUSD,sell,0.1,3.271.400,3.272.543,3.261.512,2025.05.29 7:00:01,3.272.543,0.00,0.00,-186 635.40
2025.05.29 7:00:24,903102791,XAUUSD,sell,0.1,3.271.937,3.273.898,3.262.049,2025.05.29 7:01:37,3.273.898,0.00,0.00,-320 203.04
2025.05.29 7:01:25,903110431,XAUUSD,sell,0.1,3.273.169,3.273.542,3.263.271,2025.05.29 7:04:32,3.273.865,0.00,0.00,-113 609.77
2025.05.29 7:05:26,903139203,XAUUSD,sell,0.1,3.274.600,3.275.978,3.264.712,2025.05.29 7:11:56,3.275.978,0.00,0.00,-224 986.45
2025.05.29 7:12:29,903178447,XAUUSD,sell,0.1,3.275.621,3.276.774,3.265.733,2025.05.29 7:14:12,3.276.774,0.00,0.00,-188 239.32
2025.05.29 7:14:29,903197467,XAUUSD,sell,0.1,3.277.860,3.279.360,3.267.972,2025.05.29 7:15:13,3.279.360,0.00,0.00,-244 890.71
2025.05.29 7:15:30,903210967,XAUUSD,sell,0.1,3.280.636,3.280.268,3.270.615,2025.05.29 7:19:21,3.280.345,0.00,0.00,47 367.39
2025.05.29 7:19:32,903249973,XAUUSD,sell,0.1,3.279.296,3.279.769,3.269.408,2025.05.29 7:21:44,3.279.769,0.00,0.00,-77 229.49
2025.05.29 7:22:33,903273004,XAUUSD,sell,0.1,3.278.911,3.279.759,3.269.045,2025.05.29 7:23:21,3.279.759,0.00,0.00,-138 453.40
2025.05.29 7:23:34,903281843,XAUUSD,sell,0.1,3.280.259,3.281.236,3.270.371,2025.05.29 7:24:24,3.281.236,0.00,0.00,-159 514.41
2025.05.29 7:24:34,903289536,XAUUSD,sell,0.1,3.281.266,3.282.316,3.271.324,2025.05.29 7:26:16,3.282.316,0.00,0.00,-171 397.24
2025.05.29 7:26:35,903305669,XAUUSD,sell,0.1,3.282.698,3.278.051,3.272.828,2025.05.29 7:36:10,3.278.160,0.00,0.00,738 561.58
2025.05.29 7:50:04,903445004,XAUUSD,buy,0.1,3.281.405,3.286.756,3.291.405,2025.05.29 8:02:13,3.286.280,0.00,0.00,793 336.29
2025.05.29 9:32:12,904055839,XAUUSD,buy,0.1,3.280.351,3.282.123,3.290.608,2025.05.29 9:39:01,3.282.096,0.00,0.00,283 998.01
2025.05.29 9:39:13,904096216,XAUUSD,buy,0.1,3.282.010,3.281.775,3.292.010,2025.05.29 9:41:59,3.281.775,0.00,0.00,-38 361.30
2025.05.29 9:42:14,904110978,XAUUSD,buy,0.1,3.281.892,3.280.028,3.291.892,2025.05.29 9:47:26,3.280.028,0.00,0.00,-304 219.30
2025.05.29 11:01:29,904638709,XAUUSD,buy,0.1,3.297.455,3.298.842,3.307.455,2025.05.29 11:05:48,3.298.842,0.00,0.00,225 670.66
2025.05.29 11:06:30,904670261,XAUUSD,buy,0.1,3.298.554,3.297.442,3.308.554,2025.05.29 11:07:07,3.297.442,0.00,0.00,-181 471.90
2025.05.29 11:08:30,904683424,XAUUSD,buy,0.1,3.297.630,3.296.518,3.307.677,2025.05.29 11:09:01,3.296.518,0.00,0.00,-181 471.90
2025.05.29 11:10:31,904693776,XAUUSD,buy,0.1,3.297.797,3.296.685,3.307.797,2025.05.29 11:12:43,3.296.685,0.00,0.00,-181 471.90
2025.05.29 11:13:31,904705817,XAUUSD,buy,0.1,3.297.375,3.296.379,3.307.375,2025.05.29 11:17:15,3.296.379,0.00,0.00,-162 527.99
2025.05.29 13:24:39,905806679,XAUUSD,buy,0.1,3.318.160,3.317.268,3.328.160,2025.05.29 13:26:52,3.317.268,0.00,0.00,-145 292.69
2025.05.29 13:27:40,905833154,XAUUSD,buy,0.1,3.317.838,3.319.962,3.327.838,2025.05.29 13:31:44,3.319.724,0.00,0.00,306 238.28
2025.05.29 13:54:42,906111565,XAUUSD,buy,0.1,3.319.623,3.318.844,3.329.623,2025.05.29 13:55:41,3.318.844,0.00,0.00,-126 886.35
2025.05.29 14:00:42,906160028,XAUUSD,buy,0.1,3.313.450,3.312.955,3.323.450,2025.05.29 14:01:51,3.312.589,0.00,0.00,-140 245.08
2025.05.29 22:35:12,908473007,XAUUSD,sell,0.1,3.316.444,3.316.011,3.306.556,2025.05.29 22:42:49,3.316.011,0.00,0.00,70 451.01
2025.05.29 22:43:13,908488094,XAUUSD,sell,0.1,3.315.947,3.316.262,3.306.059,2025.05.29 22:44:35,3.316.750,0.00,0.00,-131 045.12
2025.05.29 23:16:15,908554347,XAUUSD,sell,0.1,3.314.268,3.314.940,3.304.377,2025.05.29 23:21:30,3.314.940,0.00,0.00,-109 666.65
2025.05.29 23:32:17,908587704,XAUUSD,sell,0.1,3.314.521,3.315.633,3.304.633,2025.05.29 23:32:42,3.315.633,0.00,0.00,-181 472.19
2025.05.29 23:38:17,908600347,XAUUSD,sell,0.1,3.314.638,3.314.501,3.304.750,2025.05.29 23:43:58,3.314.501,0.00,0.00,22 290.50
2025.05.29 23:44:18,908614668,XAUUSD,sell,0.1,3.314.065,3.315.177,3.304.177,2025.05.29 23:51:01,3.315.177,0.00,0.00,-181 472.19
2025.05.30 3:29:36,909712664,XAUUSD,sell,0.1,3.297.022,3.298.134,3.287.134,2025.05.30 3:30:04,3.298.266,0.00,0.00,-203 137.66
2025.05.30 4:32:41,910017084,XAUUSD,sell,0.1,3.293.788,3.293.133,3.283.900,2025.05.30 4:39:27,3.293.395,0.00,0.00,63 931.20
2025.05.30 4:39:42,910051146,XAUUSD,sell,0.1,3.292.859,3.293.971,3.282.971,2025.05.30 4:40:57,3.293.971,0.00,0.00,-181 439.27
2025.05.30 4:41:43,910060845,XAUUSD,sell,0.1,3.293.550,3.293.849,3.283.662,2025.05.30 4:46:59,3.293.849,0.00,0.00,-48 786.50
2025.05.30 5:07:45,910188450,XAUUSD,sell,0.1,3.291.028,3.292.140,3.281.044,2025.05.30 5:08:02,3.292.322,0.00,0.00,-211 349.38
2025.05.30 5:08:46,910194297,XAUUSD,sell,0.1,3.290.913,3.292.000,3.281.025,2025.05.30 5:09:45,3.292.312,0.00,0.00,-228 346.33
2025.05.30 5:09:46,910203329,XAUUSD,sell,0.1,3.292.149,3.293.498,3.282.237,2025.05.30 5:11:05,3.293.755,0.00,0.00,-262 339.22
2025.05.30 5:12:47,910221278,XAUUSD,sell,0.1,3.292.497,3.293.228,3.282.609,2025.05.30 5:15:39,3.293.228,0.00,0.00,-119 438.63
2025.05.30 6:05:51,910563601,XAUUSD,sell,0.1,3.299.287,3.293.621,3.289.399,2025.05.30 6:11:08,3.293.621,0.00,0.00,922 769.40
2025.05.30 6:11:53,910636154,XAUUSD,sell,0.1,3.291.895,3.293.007,3.281.972,2025.05.30 6:12:06,3.293.014,0.00,0.00,-182 843.66
2025.05.30 6:12:53,910645358,XAUUSD,sell,0.1,3.293.495,3.294.014,3.283.641,2025.05.30 6:14:56,3.294.166,0.00,0.00,-109 640.97
2025.05.30 10:03:07,912188219,XAUUSD,buy,0.1,3.298.173,3.299.117,3.308.182,2025.05.30 10:10:20,3.299.117,0.00,0.00,153 881.92
2025.05.30 10:11:08,912235620,XAUUSD,buy,0.1,3.299.217,3.299.336,3.309.217,2025.05.30 10:20:55,3.299.336,0.00,0.00,19 386.38
2025.05.30 13:01:21,913522554,XAUUSD,buy,0.1,3.304.817,3.304.739,3.314.817,2025.05.30 13:04:16,3.304.739,0.00,0.00,-12 747.62
2025.05.30 13:08:22,913578491,XAUUSD,buy,0.1,3.304.562,3.306.662,3.315.002,2025.05.30 13:11:05,3.306.465,0.00,0.00,310 167.53
2025.05.30 13:11:22,913610127,XAUUSD,buy,0.1,3.305.952,3.305.130,3.316.021,2025.05.30 13:12:53,3.305.130,0.00,0.00,-134 400.73
2025.05.30 13:13:23,913627174,XAUUSD,buy,0.1,3.305.288,3.304.176,3.315.288,2025.05.30 13:14:14,3.304.176,0.00,0.00,-181 823.86
2025.05.30 14:22:06,914373138,XAUUSD,sell,1,3.286.495,3.290.503,3.276.745,2025.05.30 14:25:22,3.285.871,0.00,0.00,1 017 937.68
2025.05.30 14:29:49,914451875,XAUUSD,sell,1,3.283.932,3.288.044,3.274.044,2025.05.30 14:30:10,3.283.264,0.00,0.00,1 089 850.44
2025.05.30 17:20:00,915783020,XAUUSD,sell,0.1,3.291.416,3.307.449,3.281.528,2025.06.02 2:05:01,3.307.449,0.00,0.00,-2 621 631.79
2025.05.31 10:09:24,917313816,BTCUSD,sell,0.1,103472.66,103472.66,102492.72,2025.05.31 11:37:53,103472.66,0.00,0.00,0.00
2025.05.31 10:15:00,917333265,BTCUSD,sell,0.1,103473.25,103520.29,102497.20,2025.05.31 11:47:02,103520.29,0.00,0.00,-77 010.06
2025.06.01 2:22:25,918641585,BTCUSD,sell,0.01,104106.56,,,2025.06.01 6:59:03,104315.41,0.00,0.00,-34 081.05
2025.06.01 4:31:08,918804137,BTCUSD,buy,0.05,104631.13,104467.75,104844.31,2025.06.01 4:49:00,104662.38,0.00,0.00,25 484.35
2025.06.01 4:53:08,918842069,BTCUSD,sell,0.05,104668.52,104779.89,103968.34,2025.06.01 6:59:03,104305.29,0.00,0.00,296 827.30
2025.06.01 18:08:17,920162372,BTCUSD,sell,0.1,105038.12,104829.65,104720.20,2025.06.01 18:28:28,104829.65,0.00,0.00,340 444.74
2025.06.01 19:48:04,920288274,BTCUSD,buy,0.1,105218.26,104400.00,105720.00,2025.06.01 22:04:04,105720.00,0.00,0.00,819 583.14
2025.06.01 22:58:19,920528879,BTCUSD,buy,0.1,105574.43,4.00,105679.90,2025.06.01 23:03:16,105679.90,0.00,0.00,172 346.07
2025.06.01 23:16:44,920581188,BTCUSD,buy,0.1,105791.72,104300.00,107800.00,2025.06.02 2:40:19,105329.68,0.00,0.00,-754 876.06
2025.06.02 1:27:29,921005818,BTCUSD,buy,0.1,105601.38,104132.19,106000.00,2025.06.02 2:40:18,105332.26,0.00,0.00,-439 690.79
2025.06.02 8:57:16,923607698,XAUUSD,buy,0.01,3.353.527,3.348.000,3.365.000,2025.06.02 9:12:15,3.348.000,0.00,0.00,-90 030.71
2025.06.02 9:02:51,923647317,XAUUSD,buy,0.01,3.349.509,3.349.551,3.360.443,2025.06.02 10:29:55,3.349.378,0.00,0.00,-2 116.58
2025.06.02 9:07:58,923684205,XAUUSD,buy,0.01,3.351.053,3.345.000,3.370.000,2025.06.02 9:35:25,3.345.000,0.00,0.00,-98 450.74
2025.06.02 9:19:00,923760480,XAUUSD,buy,0.01,3.349.939,3.358.257,3.365.500,2025.06.02 11:38:38,3.358.252,0.00,0.00,134 890.98
2025.06.02 9:24:08,923790893,XAUUSD,buy,0.01,3.349.544,3.345.000,3.370.000,2025.06.02 9:35:25,3.344.581,0.00,0.00,-80 713.34
2025.06.02 9:29:16,923823389,XAUUSD,buy,0.01,3.348.028,3.345.000,3.370.000,2025.06.02 9:35:25,3.344.616,0.00,0.00,-55 490.42
2025.06.02 9:37:51,923898996,XAUUSD,buy,0.01,3.345.499,3.349.170,3.370.000,2025.06.02 10:29:17,3.349.103,0.00,0.00,58 436.46
2025.06.02 9:46:05,923955214,XAUUSD,buy,0.01,3.346.429,3.348.949,3.360.000,2025.06.02 10:29:26,3.348.949,0.00,0.00,40 905.52
2025.06.02 9:51:39,923990188,XAUUSD,buy,0.01,3.346.974,3.349.007,3.367.300,2025.06.02 10:29:23,3.349.007,0.00,0.00,33 113.99
2025.06.02 9:56:46,924020588,XAUUSD,buy,0.01,3.346.772,3.325.000,3.350.000,2025.06.02 10:25:00,3.350.000,0.00,0.00,52 430.49
2025.06.02 10:01:52,924049839,XAUUSD,buy,0.01,3.347.646,3.349.201,3.356.300,2025.06.02 10:29:29,3.349.030,0.00,0.00,22 400.64
2025.06.02 10:07:27,924088021,XAUUSD,buy,0.01,3.347.917,3.343.000,3.352.000,2025.06.02 11:21:47,3.352.000,0.00,0.00,66 236.29
2025.06.02 10:30:08,924221966,XAUUSD,buy,0.01,3.349.283,3.334.305,3.357.875,2025.06.02 11:31:52,3.357.875,0.00,0.00,139 639.11
2025.06.02 11:34:40,924661338,XAUUSD,buy,0.01,3.355.491,3.358.263,3.370.000,2025.06.02 11:38:43,3.358.233,0.00,0.00,44 476.69
2025.06.02 11:45:04,924752605,XAUUSD,buy,0.01,3.356.099,3.361.831,3.370.000,2025.06.02 12:40:49,3.361.831,0.00,0.00,93 097.43
2025.06.02 11:53:47,924811177,XAUUSD,buy,0.01,3.353.811,3.361.835,3.385.000,2025.06.02 12:40:49,3.361.835,0.00,0.00,130 466.38
2025.06.02 12:02:04,924873108,XAUUSD,buy,0.01,3.356.331,3.325.000,3.356.999,2025.06.02 12:07:10,3.356.999,0.00,0.00,10 888.97
2025.06.02 12:10:48,924945728,XAUUSD,buy,0.01,3.360.005,3.361.835,3.380.000,2025.06.02 12:40:49,3.361.835,0.00,0.00,29 732.69
2025.06.02 12:19:04,925007250,XAUUSD,buy,0.01,3.359.866,3.361.831,3.385.000,2025.06.02 12:40:49,3.361.831,0.00,0.00,31 844.85
2025.06.02 12:27:47,925092212,XAUUSD,buy,0.01,3.361.847,3.362.606,3.385.000,2025.06.02 12:44:38,3.362.606,0.00,0.00,12 348.00
2025.06.02 12:43:25,925207483,XAUUSD,buy,0.01,3.362.173,3.357.100,3.375.756,2025.06.02 12:54:00,3.357.100,0.00,0.00,-82 617.29
2025.06.02 12:51:20,925264971,XAUUSD,buy,0.01,3.360.587,3.361.781,3.365.000,2025.06.02 13:40:31,3.361.781,0.00,0.00,19 375.97
2025.06.02 13:00:06,925340451,XAUUSD,buy,0.01,3.356.716,3.357.283,3.370.000,2025.06.02 13:28:47,3.357.283,0.00,0.00,9 115.85
2025.06.02 13:08:45,925428181,XAUUSD,buy,0.01,3.354.740,3.356.179,3.365.850,2025.06.02 13:12:21,3.356.179,0.00,0.00,23 414.58
